user_id,product_id,rating,timestamp
535,200,5,2023-01-01 01:41:00
901,23,3,2023-01-01 01:42:00
382,104,1,2023-01-01 01:43:00
808,368,2,2023-01-01 01:44:00
315,137,5,2023-01-01 01:45:00
89,123,2,2023-01-01 01:46:00
587,367,1,2023-01-01 01:47:00
461,475,3,2023-01-01 01:48:00
692,500,3,2023-01-01 01:49:00
933,47,3,2023-01-01 01:50:00
153,17,5,2023-01-01 01:51:00
335,406,2,2023-01-01 01:52:00
824,164,4,2023-01-01 01:53:00
124,93,3,2023-01-01 01:54:00
217,324,4,2023-01-01 01:55:00
590,349,4,2023-01-01 01:56:00
348,137,4,2023-01-01 01:57:00
752,125,4,2023-01-01 01:58:00
675,210,4,2023-01-01 01:59:00
721,91,5,2023-01-01 02:00:00
98,430,2,2023-01-01 02:01:00
443,409,2,2023-01-01 02:02:00
316,149,3,2023-01-01 02:03:00
604,255,2,2023-01-01 02:04:00
352,301,3,2023-01-01 02:05:00
419,131,5,2023-01-01 02:06:00
816,157,2,2023-01-01 02:07:00
531,31,3,2023-01-01 02:08:00
35,374,2,2023-01-01 02:09:00
212,420,4,2023-01-01 02:10:00
120,232,3,2023-01-01 02:11:00
250,116,4,2023-01-01 02:12:00
858,118,4,2023-01-01 02:13:00
552,156,3,2023-01-01 02:14:00
883,61,2,2023-01-01 02:15:00
758,438,4,2023-01-01 02:16:00
787,303,3,2023-01-01 02:17:00
851,281,3,2023-01-01 02:18:00
338,203,1,2023-01-01 02:19:00
874,238,3,2023-01-01 02:20:00
377,58,3,2023-01-01 02:21:00
138,333,4,2023-01-01 02:22:00
644,348,2,2023-01-01 02:23:00
51,276,2,2023-01-01 02:24:00
242,171,3,2023-01-01 02:25:00
654,490,5,2023-01-01 02:26:00
954,177,3,2023-01-01 02:27:00
272,427,4,2023-01-01 02:28:00
451,225,4,2023-01-01 02:29:00
963,234,5,2023-01-01 02:30:00
563,16,2,2023-01-01 02:31:00
596,326,5,2023-01-01 02:32:00
426,170,3,2023-01-01 02:33:00
734,121,4,2023-01-01 02:34:00
583,444,2,2023-01-01 02:35:00
291,138,3,2023-01-01 02:36:00
413,270,5,2023-01-01 02:37:00
772,314,2,2023-01-01 02:38:00
707,133,3,2023-01-01 02:39:00
659,149,1,2023-01-01 02:40:00
653,140,1,2023-01-01 02:41:00
164,334,2,2023-01-01 02:42:00
951,156,2,2023-01-01 02:43:00
285,127,3,2023-01-01 02:44:00
269,15,5,2023-01-01 02:45:00
392,419,3,2023-01-01 02:46:00
606,193,4,2023-01-01 02:47:00
18,491,4,2023-01-01 02:48:00
853,167,5,2023-01-01 02:49:00
932,246,5,2023-01-01 02:50:00
638,252,1,2023-01-01 02:51:00
986,487,3,2023-01-01 02:52:00
638,137,3,2023-01-01 02:53:00
834,147,5,2023-01-01 02:54:00
220,301,3,2023-01-01 02:55:00
73,474,4,2023-01-01 02:56:00
102,102,5,2023-01-01 02:57:00
57,36,5,2023-01-01 02:58:00
851,482,1,2023-01-01 02:59:00
392,402,5,2023-01-01 03:00:00
267,353,3,2023-01-01 03:01:00
226,271,5,2023-01-01 03:02:00
65,282,5,2023-01-01 03:03:00
994,293,5,2023-01-01 03:04:00
13,301,2,2023-01-01 03:05:00
231,401,1,2023-01-01 03:06:00
251,145,3,2023-01-01 03:07:00
202,471,1,2023-01-01 03:08:00
34,405,5,2023-01-01 03:09:00
846,322,5,2023-01-01 03:10:00
63,305,4,2023-01-01 03:11:00
682,116,3,2023-01-01 03:12:00
5,80,2,2023-01-01 03:13:00
791,183,1,2023-01-01 03:14:00
192,264,4,2023-01-01 03:15:00
888,150,1,2023-01-01 03:16:00
305,490,5,2023-01-01 03:17:00
426,34,2,2023-01-01 03:18:00
773,163,3,2023-01-01 03:19:00
967,354,1,2023-01-01 03:20:00
870,390,3,2023-01-01 03:21:00
29,487,3,2023-01-01 03:22:00
181,241,1,2023-01-01 03:23:00
242,390,3,2023-01-01 03:24:00
552,349,1,2023-01-01 03:25:00
797,152,1,2023-01-01 03:26:00
702,101,4,2023-01-01 03:27:00
894,48,2,2023-01-01 03:28:00
640,417,2,2023-01-01 03:29:00
665,88,4,2023-01-01 03:30:00
918,75,1,2023-01-01 03:31:00
634,176,4,2023-01-01 03:32:00
838,19,5,2023-01-01 03:33:00
11,91,4,2023-01-01 03:34:00
352,157,3,2023-01-01 03:35:00
169,74,2,2023-01-01 03:36:00
738,405,1,2023-01-01 03:37:00
496,378,2,2023-01-01 03:38:00
73,238,4,2023-01-01 03:39:00
652,81,5,2023-01-01 03:40:00
791,263,2,2023-01-01 03:41:00
145,207,1,2023-01-01 03:42:00
377,140,2,2023-01-01 03:43:00
821,248,2,2023-01-01 03:44:00
935,286,1,2023-01-01 03:45:00
688,450,1,2023-01-01 03:46:00
727,30,4,2023-01-01 03:47:00
308,430,1,2023-01-01 03:48:00
509,331,2,2023-01-01 03:49:00
901,452,2,2023-01-01 03:50:00
813,287,2,2023-01-01 03:51:00
150,292,2,2023-01-01 03:52:00
646,41,3,2023-01-01 03:53:00
473,79,5,2023-01-01 03:54:00
644,390,5,2023-01-01 03:55:00
303,5,5,2023-01-01 03:56:00
829,424,4,2023-01-01 03:57:00
847,7,5,2023-01-01 03:58:00
641,378,2,2023-01-01 03:59:00
641,485,2,2023-01-01 04:00:00
814,172,2,2023-01-01 04:01:00
554,21,2,2023-01-01 04:02:00
96,245,2,2023-01-01 04:03:00
455,416,4,2023-01-01 04:04:00
267,428,2,2023-01-01 04:05:00
697,320,4,2023-01-01 04:06:00
649,454,3,2023-01-01 04:07:00
548,175,1,2023-01-01 04:08:00
294,8,3,2023-01-01 04:09:00
308,351,2,2023-01-01 04:10:00
408,430,1,2023-01-01 04:11:00
686,334,2,2023-01-01 04:12:00
357,246,5,2023-01-01 04:13:00
350,48,1,2023-01-01 04:14:00
648,138,3,2023-01-01 04:15:00
472,105,5,2023-01-01 04:16:00
238,486,4,2023-01-01 04:17:00
50,81,1,2023-01-01 04:18:00
319,146,1,2023-01-01 04:19:00
81,433,4,2023-01-01 04:20:00
633,179,2,2023-01-01 04:21:00
925,229,1,2023-01-01 04:22:00
251,458,4,2023-01-01 04:23:00
707,378,3,2023-01-01 04:24:00
408,400,2,2023-01-01 04:25:00
73,329,3,2023-01-01 04:26:00
465,16,3,2023-01-01 04:27:00
786,444,3,2023-01-01 04:28:00
270,413,2,2023-01-01 04:29:00
894,27,4,2023-01-01 04:30:00
267,466,1,2023-01-01 04:31:00
540,217,4,2023-01-01 04:32:00
659,258,3,2023-01-01 04:33:00
56,383,3,2023-01-01 04:34:00
230,39,4,2023-01-01 04:35:00
709,250,3,2023-01-01 04:36:00
561,292,5,2023-01-01 04:37:00
850,480,5,2023-01-01 04:38:00
853,300,1,2023-01-01 04:39:00
158,36,2,2023-01-01 04:40:00
135,125,3,2023-01-01 04:41:00
874,496,1,2023-01-01 04:42:00
695,456,5,2023-01-01 04:43:00
858,449,5,2023-01-01 04:44:00
900,322,4,2023-01-01 04:45:00
505,335,3,2023-01-01 04:46:00
957,388,5,2023-01-01 04:47:00
366,180,3,2023-01-01 04:48:00
40,1,1,2023-01-01 04:49:00
982,349,3,2023-01-01 04:50:00
729,98,5,2023-01-01 04:51:00
212,379,2,2023-01-01 04:52:00
871,255,3,2023-01-01 04:53:00
527,267,5,2023-01-01 04:54:00
917,176,2,2023-01-01 04:55:00
188,442,2,2023-01-01 04:56:00
623,393,2,2023-01-01 04:57:00
676,8,1,2023-01-01 04:58:00
169,263,1,2023-01-01 04:59:00
294,395,2,2023-01-01 05:00:00
546,197,5,2023-01-01 05:01:00
453,165,5,2023-01-01 05:02:00
986,394,3,2023-01-01 05:03:00
566,126,1,2023-01-01 05:04:00
204,9,1,2023-01-01 05:05:00
924,361,3,2023-01-01 05:06:00
521,36,4,2023-01-01 05:07:00
735,254,1,2023-01-01 05:08:00
671,444,2,2023-01-01 05:09:00
908,436,4,2023-01-01 05:10:00
453,476,4,2023-01-01 05:11:00
130,499,2,2023-01-01 05:12:00
678,210,4,2023-01-01 05:13:00
855,33,2,2023-01-01 05:14:00
297,232,3,2023-01-01 05:15:00
269,149,3,2023-01-01 05:16:00
283,67,3,2023-01-01 05:17:00
539,316,2,2023-01-01 05:18:00
325,282,3,2023-01-01 05:19:00
442,425,3,2023-01-01 05:20:00
790,365,2,2023-01-01 05:21:00
765,289,5,2023-01-01 05:22:00
131,269,2,2023-01-01 05:23:00
167,105,4,2023-01-01 05:24:00
396,359,4,2023-01-01 05:25:00
660,379,1,2023-01-01 05:26:00
493,247,4,2023-01-01 05:27:00
657,438,3,2023-01-01 05:28:00
431,207,4,2023-01-01 05:29:00
117,77,3,2023-01-01 05:30:00
754,341,2,2023-01-01 05:31:00
292,323,5,2023-01-01 05:32:00
502,108,1,2023-01-01 05:33:00
56,286,3,2023-01-01 05:34:00
688,261,5,2023-01-01 05:35:00
676,272,5,2023-01-01 05:36:00
544,79,2,2023-01-01 05:37:00
623,262,2,2023-01-01 05:38:00
170,176,5,2023-01-01 05:39:00
4,167,4,2023-01-01 05:40:00
784,472,1,2023-01-01 05:41:00
949,265,4,2023-01-01 05:42:00
832,280,5,2023-01-01 05:43:00
570,394,4,2023-01-01 05:44:00
945,364,5,2023-01-01 05:45:00
991,463,5,2023-01-01 05:46:00
738,96,2,2023-01-01 05:47:00
834,369,4,2023-01-01 05:48:00
454,133,3,2023-01-01 05:49:00
535,207,3,2023-01-01 05:50:00
146,381,4,2023-01-01 05:51:00
718,331,2,2023-01-01 05:52:00
729,476,5,2023-01-01 05:53:00
198,424,2,2023-01-01 05:54:00
590,255,5,2023-01-01 05:55:00
837,14,4,2023-01-01 05:56:00
958,487,5,2023-01-01 05:57:00
39,231,2,2023-01-01 05:58:00
656,185,4,2023-01-01 05:59:00
668,320,4,2023-01-01 06:00:00
38,474,2,2023-01-01 06:01:00
510,457,4,2023-01-01 06:02:00
580,4,4,2023-01-01 06:03:00
565,35,2,2023-01-01 06:04:00
896,354,5,2023-01-01 06:05:00
162,11,2,2023-01-01 06:06:00
156,382,4,2023-01-01 06:07:00
893,79,2,2023-01-01 06:08:00
542,35,3,2023-01-01 06:09:00
44,217,4,2023-01-01 06:10:00
258,200,5,2023-01-01 06:11:00
60,20,1,2023-01-01 06:12:00
991,234,3,2023-01-01 06:13:00
972,300,4,2023-01-01 06:14:00
227,15,5,2023-01-01 06:15:00
289,233,1,2023-01-01 06:16:00
396,208,5,2023-01-01 06:17:00
356,417,3,2023-01-01 06:18:00
168,367,4,2023-01-01 06:19:00
851,466,4,2023-01-01 06:20:00
296,23,5,2023-01-01 06:21:00
939,329,1,2023-01-01 06:22:00
82,253,3,2023-01-01 06:23:00
941,462,4,2023-01-01 06:24:00
438,448,2,2023-01-01 06:25:00
562,446,2,2023-01-01 06:26:00
346,242,1,2023-01-01 06:27:00
260,20,2,2023-01-01 06:28:00
157,395,2,2023-01-01 06:29:00
268,258,1,2023-01-01 06:30:00
624,65,3,2023-01-01 06:31:00
428,495,4,2023-01-01 06:32:00
444,371,4,2023-01-01 06:33:00
180,384,2,2023-01-01 06:34:00
312,43,5,2023-01-01 06:35:00
542,375,3,2023-01-01 06:36:00
907,151,3,2023-01-01 06:37:00
977,471,4,2023-01-01 06:38:00
170,181,4,2023-01-01 06:39:00
124,306,4,2023-01-01 06:40:00
328,150,1,2023-01-01 06:41:00
350,315,4,2023-01-01 06:42:00
811,383,1,2023-01-01 06:43:00
403,219,1,2023-01-01 06:44:00
854,243,4,2023-01-01 06:45:00
876,356,5,2023-01-01 06:46:00
699,295,3,2023-01-01 06:47:00
720,333,5,2023-01-01 06:48:00
240,322,2,2023-01-01 06:49:00
457,309,4,2023-01-01 06:50:00
106,196,1,2023-01-01 06:51:00
891,374,4,2023-01-01 06:52:00
257,17,2,2023-01-01 06:53:00
456,70,1,2023-01-01 06:54:00
526,456,5,2023-01-01 06:55:00
652,378,3,2023-01-01 06:56:00
525,294,1,2023-01-01 06:57:00
295,170,1,2023-01-01 06:58:00
171,165,3,2023-01-01 06:59:00
646,120,5,2023-01-01 07:00:00
68,478,1,2023-01-01 07:01:00
218,462,5,2023-01-01 07:02:00
40,363,4,2023-01-01 07:03:00
182,300,5,2023-01-01 07:04:00
454,372,3,2023-01-01 07:05:00
5,230,2,2023-01-01 07:06:00
803,277,3,2023-01-01 07:07:00
738,360,2,2023-01-01 07:08:00
916,356,3,2023-01-01 07:09:00
508,107,1,2023-01-01 07:10:00
765,235,2,2023-01-01 07:11:00
134,156,1,2023-01-01 07:12:00
448,50,5,2023-01-01 07:13:00
307,305,4,2023-01-01 07:14:00
656,76,1,2023-01-01 07:15:00
468,441,3,2023-01-01 07:16:00
981,329,4,2023-01-01 07:17:00
982,4,3,2023-01-01 07:18:00
774,454,3,2023-01-01 07:19:00
814,69,4,2023-01-01 07:20:00
482,297,2,2023-01-01 07:21:00
35,15,4,2023-01-01 07:22:00
209,212,1,2023-01-01 07:23:00
31,267,4,2023-01-01 07:24:00
711,251,2,2023-01-01 07:25:00
657,410,1,2023-01-01 07:26:00
536,61,4,2023-01-01 07:27:00
268,396,2,2023-01-01 07:28:00
522,293,1,2023-01-01 07:29:00
419,250,4,2023-01-01 07:30:00
198,316,2,2023-01-01 07:31:00
218,312,2,2023-01-01 07:32:00
477,101,2,2023-01-01 07:33:00
205,216,3,2023-01-01 07:34:00
622,268,1,2023-01-01 07:35:00
418,431,2,2023-01-01 07:36:00
212,462,4,2023-01-01 07:37:00
815,229,2,2023-01-01 07:38:00
880,411,3,2023-01-01 07:39:00
677,172,5,2023-01-01 07:40:00
21,370,2,2023-01-01 07:41:00
234,117,2,2023-01-01 07:42:00
11,38,4,2023-01-01 07:43:00
169,448,2,2023-01-01 07:44:00
575,317,2,2023-01-01 07:45:00
42,473,1,2023-01-01 07:46:00
804,159,1,2023-01-01 07:47:00
566,449,4,2023-01-01 07:48:00
199,62,1,2023-01-01 07:49:00
848,332,4,2023-01-01 07:50:00
512,7,2,2023-01-01 07:51:00
323,173,4,2023-01-01 07:52:00
160,320,4,2023-01-01 07:53:00
977,376,5,2023-01-01 07:54:00
428,268,4,2023-01-01 07:55:00
877,90,5,2023-01-01 07:56:00
193,359,3,2023-01-01 07:57:00
761,139,4,2023-01-01 07:58:00
471,38,1,2023-01-01 07:59:00
166,464,3,2023-01-01 08:00:00
952,384,3,2023-01-01 08:01:00
376,404,4,2023-01-01 08:02:00
800,23,3,2023-01-01 08:03:00
407,356,5,2023-01-01 08:04:00
549,321,4,2023-01-01 08:05:00
788,15,3,2023-01-01 08:06:00
513,444,5,2023-01-01 08:07:00
217,301,5,2023-01-01 08:08:00
773,439,2,2023-01-01 08:09:00
129,2,4,2023-01-01 08:10:00
191,118,2,2023-01-01 08:11:00
794,440,4,2023-01-01 08:12:00
515,65,4,2023-01-01 08:13:00
65,359,2,2023-01-01 08:14:00
155,5,1,2023-01-01 08:15:00
659,15,1,2023-01-01 08:16:00
224,20,2,2023-01-01 08:17:00
698,227,2,2023-01-01 08:18:00
234,21,2,2023-01-01 08:19:00
988,100,4,2023-01-01 08:20:00
519,17,1,2023-01-01 08:21:00
405,239,5,2023-01-01 08:22:00
953,422,2,2023-01-01 08:23:00
727,130,5,2023-01-01 08:24:00
735,186,4,2023-01-01 08:25:00
409,88,1,2023-01-01 08:26:00
688,172,3,2023-01-01 08:27:00
161,466,4,2023-01-01 08:28:00
569,48,3,2023-01-01 08:29:00
730,362,1,2023-01-01 08:30:00
611,423,5,2023-01-01 08:31:00
955,205,4,2023-01-01 08:32:00
535,180,5,2023-01-01 08:33:00
328,232,5,2023-01-01 08:34:00
859,489,5,2023-01-01 08:35:00
383,245,1,2023-01-01 08:36:00
330,372,4,2023-01-01 08:37:00
275,79,1,2023-01-01 08:38:00
99,205,2,2023-01-01 08:39:00
82,146,4,2023-01-01 08:40:00
777,174,3,2023-01-01 08:41:00
956,489,3,2023-01-01 08:42:00
152,332,3,2023-01-01 08:43:00
638,279,5,2023-01-01 08:44:00
815,303,1,2023-01-01 08:45:00
7,487,4,2023-01-01 08:46:00
940,359,4,2023-01-01 08:47:00
622,80,1,2023-01-01 08:48:00
504,116,4,2023-01-01 08:49:00
539,263,2,2023-01-01 08:50:00
261,358,3,2023-01-01 08:51:00
981,37,1,2023-01-01 08:52:00
708,270,2,2023-01-01 08:53:00
464,485,4,2023-01-01 08:54:00
828,490,3,2023-01-01 08:55:00
171,494,4,2023-01-01 08:56:00
871,112,1,2023-01-01 08:57:00
166,418,4,2023-01-01 08:58:00
606,234,2,2023-01-01 08:59:00
785,325,2,2023-01-01 09:00:00
363,355,1,2023-01-01 09:01:00
408,51,2,2023-01-01 09:02:00
424,174,5,2023-01-01 09:03:00
830,288,1,2023-01-01 09:04:00
909,264,4,2023-01-01 09:05:00
832,68,1,2023-01-01 09:06:00
316,149,5,2023-01-01 09:07:00
836,267,1,2023-01-01 09:08:00
96,341,2,2023-01-01 09:09:00
189,327,1,2023-01-01 09:10:00
948,233,1,2023-01-01 09:11:00
256,253,2,2023-01-01 09:12:00
554,187,5,2023-01-01 09:13:00
677,271,3,2023-01-01 09:14:00
365,54,1,2023-01-01 09:15:00
836,239,5,2023-01-01 09:16:00
965,314,2,2023-01-01 09:17:00
401,444,3,2023-01-01 09:18:00
764,418,4,2023-01-01 09:19:00
622,328,5,2023-01-01 09:20:00
201,459,2,2023-01-01 09:21:00
532,100,5,2023-01-01 09:22:00
135,70,2,2023-01-01 09:23:00
387,32,4,2023-01-01 09:24:00
940,109,2,2023-01-01 09:25:00
191,293,3,2023-01-01 09:26:00
652,372,3,2023-01-01 09:27:00
27,25,1,2023-01-01 09:28:00
802,281,4,2023-01-01 09:29:00
922,454,1,2023-01-01 09:30:00
848,237,4,2023-01-01 09:31:00
489,456,2,2023-01-01 09:32:00
289,148,2,2023-01-01 09:33:00
810,106,2,2023-01-01 09:34:00
806,499,3,2023-01-01 09:35:00
839,131,2,2023-01-01 09:36:00
929,244,1,2023-01-01 09:37:00
149,386,3,2023-01-01 09:38:00
180,340,2,2023-01-01 09:39:00
605,322,5,2023-01-01 09:40:00
820,262,3,2023-01-01 09:41:00
363,470,2,2023-01-01 09:42:00
997,201,3,2023-01-01 09:43:00
766,378,5,2023-01-01 09:44:00
419,422,5,2023-01-01 09:45:00
714,49,2,2023-01-01 09:46:00
659,329,4,2023-01-01 09:47:00
644,398,4,2023-01-01 09:48:00
689,221,5,2023-01-01 09:49:00
245,459,5,2023-01-01 09:50:00
15,290,5,2023-01-01 09:51:00
924,494,3,2023-01-01 09:52:00
157,383,2,2023-01-01 09:53:00
679,57,4,2023-01-01 09:54:00
926,199,1,2023-01-01 09:55:00
955,192,4,2023-01-01 09:56:00
689,16,2,2023-01-01 09:57:00
706,179,4,2023-01-01 09:58:00
766,304,4,2023-01-01 09:59:00
769,130,5,2023-01-01 10:00:00
844,321,3,2023-01-01 10:01:00
945,202,4,2023-01-01 10:02:00
645,491,5,2023-01-01 10:03:00
118,484,4,2023-01-01 10:04:00
822,53,1,2023-01-01 10:05:00
174,490,4,2023-01-01 10:06:00
866,265,3,2023-01-01 10:07:00
331,492,4,2023-01-01 10:08:00
312,219,5,2023-01-01 10:09:00
283,479,5,2023-01-01 10:10:00
751,380,4,2023-01-01 10:11:00
361,22,2,2023-01-01 10:12:00
471,125,5,2023-01-01 10:13:00
363,227,3,2023-01-01 10:14:00
607,219,5,2023-01-01 10:15:00
77,294,2,2023-01-01 10:16:00
798,220,3,2023-01-01 10:17:00
552,422,4,2023-01-01 10:18:00
491,261,3,2023-01-01 10:19:00
14,204,3,2023-01-01 10:20:00
475,483,3,2023-01-01 10:21:00
629,381,2,2023-01-01 10:22:00
163,99,2,2023-01-01 10:23:00
50,301,2,2023-01-01 10:24:00
101,416,2,2023-01-01 10:25:00
239,327,2,2023-01-01 10:26:00
699,491,4,2023-01-01 10:27:00
673,15,4,2023-01-01 10:28:00
168,329,1,2023-01-01 10:29:00
835,2,5,2023-01-01 10:30:00
220,40,5,2023-01-01 10:31:00
670,331,2,2023-01-01 10:32:00
464,20,1,2023-01-01 10:33:00
200,153,4,2023-01-01 10:34:00
961,296,4,2023-01-01 10:35:00
319,270,3,2023-01-01 10:36:00
197,248,3,2023-01-01 10:37:00
56,62,5,2023-01-01 10:38:00
699,301,1,2023-01-01 10:39:00
740,7,5,2023-01-01 10:40:00
382,363,3,2023-01-01 10:41:00
557,142,1,2023-01-01 10:42:00
494,59,2,2023-01-01 10:43:00
242,346,2,2023-01-01 10:44:00
66,133,5,2023-01-01 10:45:00
739,42,5,2023-01-01 10:46:00
96,260,5,2023-01-01 10:47:00
357,68,4,2023-01-01 10:48:00
719,414,4,2023-01-01 10:49:00
110,197,5,2023-01-01 10:50:00
256,130,4,2023-01-01 10:51:00
998,347,4,2023-01-01 10:52:00
810,193,1,2023-01-01 10:53:00
399,117,2,2023-01-01 10:54:00
980,401,1,2023-01-01 10:55:00
460,364,4,2023-01-01 10:56:00
171,174,5,2023-01-01 10:57:00
329,107,3,2023-01-01 10:58:00
607,185,4,2023-01-01 10:59:00
397,349,1,2023-01-01 11:00:00
317,96,5,2023-01-01 11:01:00
576,38,4,2023-01-01 11:02:00
350,77,1,2023-01-01 11:03:00
459,145,5,2023-01-01 11:04:00
393,262,4,2023-01-01 11:05:00
669,105,1,2023-01-01 11:06:00
247,146,5,2023-01-01 11:07:00
832,297,2,2023-01-01 11:08:00
917,284,1,2023-01-01 11:09:00
1000,367,4,2023-01-01 11:10:00
948,148,2,2023-01-01 11:11:00
748,72,4,2023-01-01 11:12:00
241,315,3,2023-01-01 11:13:00
321,226,4,2023-01-01 11:14:00
605,413,1,2023-01-01 11:15:00
41,265,2,2023-01-01 11:16:00
493,104,1,2023-01-01 11:17:00
439,365,3,2023-01-01 11:18:00
601,38,3,2023-01-01 11:19:00
222,261,3,2023-01-01 11:20:00
403,371,2,2023-01-01 11:21:00
321,14,1,2023-01-01 11:22:00
30,41,4,2023-01-01 11:23:00
511,353,3,2023-01-01 11:24:00
491,149,5,2023-01-01 11:25:00
56,197,2,2023-01-01 11:26:00
47,394,2,2023-01-01 11:27:00
757,303,5,2023-01-01 11:28:00
624,7,1,2023-01-01 11:29:00
292,21,3,2023-01-01 11:30:00
124,283,5,2023-01-01 11:31:00
366,65,4,2023-01-01 11:32:00
421,41,4,2023-01-01 11:33:00
838,261,1,2023-01-01 11:34:00
167,119,2,2023-01-01 11:35:00
784,132,3,2023-01-01 11:36:00
728,447,3,2023-01-01 11:37:00
823,397,1,2023-01-01 11:38:00
427,87,5,2023-01-01 11:39:00
674,357,5,2023-01-01 11:40:00
260,56,3,2023-01-01 11:41:00
962,321,3,2023-01-01 11:42:00
173,208,2,2023-01-01 11:43:00
874,457,4,2023-01-01 11:44:00
678,351,5,2023-01-01 11:45:00
721,124,4,2023-01-01 11:46:00
259,69,2,2023-01-01 11:47:00
332,260,2,2023-01-01 11:48:00
852,255,2,2023-01-01 11:49:00
426,434,4,2023-01-01 11:50:00
460,441,5,2023-01-01 11:51:00
880,235,4,2023-01-01 11:52:00
860,350,5,2023-01-01 11:53:00
503,192,2,2023-01-01 11:54:00
859,421,1,2023-01-01 11:55:00
538,150,1,2023-01-01 11:56:00
83,401,3,2023-01-01 11:57:00
340,364,1,2023-01-01 11:58:00
4,465,5,2023-01-01 11:59:00
882,414,1,2023-01-01 12:00:00
737,312,3,2023-01-01 12:01:00
83,395,1,2023-01-01 12:02:00
537,378,1,2023-01-01 12:03:00
820,285,3,2023-01-01 12:04:00
808,463,2,2023-01-01 12:05:00
937,278,2,2023-01-01 12:06:00
272,497,1,2023-01-01 12:07:00
289,276,2,2023-01-01 12:08:00
213,200,2,2023-01-01 12:09:00
217,290,3,2023-01-01 12:10:00
193,260,1,2023-01-01 12:11:00
663,490,5,2023-01-01 12:12:00
548,92,1,2023-01-01 12:13:00
422,353,1,2023-01-01 12:14:00
